PersonID;CourseID;CourseStartDate;Percentuale completamento
930;73;03/05/2022;0,41
931;104;29/01/2022;0,01
932;622;02/07/2020;0,01
933;599;08/08/2014;0,84
934;7;28/10/2011;0,30
935;58;06/06/2021;0,51
936;398;26/02/2014;0,14
937;114;25/01/2023;0,61
938;149;02/09/2014;0,38
939;400;06/12/2008;0,41
940;530;12/05/2016;0,15
941;558;08/05/2006;0,86
942;374;06/12/2008;0,98
943;593;17/10/2020;0,96
944;512;17/10/2018;0,14
945;522;29/11/2019;0,48
946;577;19/09/2017;0,05
947;380;22/07/2019;0,76
948;559;08/03/2003;0,40
949;189;22/01/2022;0,70
950;343;08/08/2013;0,19
951;507;28/04/2009;0,97
952;620;29/05/2009;0,62
953;489;05/12/2012;0,95
954;608;17/07/2014;0,78
955;87;06/10/2022;0,16
956;313;28/12/2022;0,64
957;508;28/07/2018;0,65
958;189;20/03/2016;0,18
959;335;17/02/2007;0,95
960;322;16/03/2019;0,06
961;480;30/09/1990;0,48
962;330;23/12/2019;0,82
963;411;21/05/2015;0,89
964;71;01/07/2015;0,98
965;203;22/06/2017;0,05
966;384;26/04/2018;0,44
967;352;13/11/2022;1,00
968;59;05/10/2022;0,33
969;556;18/01/2015;0,93
970;580;15/12/2018;0,22
971;356;07/07/2011;0,61
972;343;01/02/2021;0,55
973;551;15/10/2022;0,48
974;264;05/01/2024;0,77
975;156;03/10/2023;0,97
976;52;19/11/2016;0,67
977;203;20/09/2018;0,95
978;31;20/07/1998;0,32
979;361;12/01/2017;0,63
980;71;03/12/2021;0,88
981;243;20/12/2015;0,74
982;603;08/12/2022;0,43
983;288;16/10/2020;0,06
984;541;12/01/2019;0,81
985;13;20/12/2019;0,17
986;552;12/08/2016;0,46
987;536;25/10/1999;0,46
988;311;09/03/2011;0,04
989;185;13/05/1998;0,43
990;537;29/11/2018;0,76
991;226;07/06/2023;0,62
992;162;15/08/2009;0,10
993;53;28/09/2019;0,94
994;620;23/04/2018;0,88
995;134;22/08/1997;0,14
996;331;19/10/2014;0,27
997;297;02/09/1990;0,47
998;553;01/01/2013;0,93
999;415;20/02/2019;0,18
1000;486;11/04/2010;0,32
1001;235;03/08/2012;0,79
1002;170;21/05/2000;0,77
1003;345;16/06/2017;0,19
1004;234;18/02/2011;0,82
1005;589;21/09/2018;0,15
1006;302;20/01/2020;0,58
1007;167;29/10/2015;0,44
1008;163;24/01/2009;0,84
1009;195;13/11/2023;0,66
1010;467;12/06/2021;0,99
1011;179;02/09/2018;0,85
1012;181;26/09/2011;0,25
1013;574;10/01/2016;0,53
1014;239;21/05/2024;0,29
1015;490;12/10/2022;0,27
1016;401;19/07/2005;0,71
1017;139;10/08/2015;0,93
1018;289;18/01/2021;0,64
1019;36;13/10/2006;0,21
1020;586;19/09/2017;0,12
1021;290;27/11/2014;0,05
1022;488;06/08/2017;0,59
1023;356;02/01/1998;0,18
1024;85;04/01/2021;0,96
1025;550;21/01/2009;0,79
1026;358;26/06/2018;0,03
1027;495;31/12/2021;0,85
1028;50;28/03/2022;0,90
1029;201;06/08/2024;0,05
1030;76;04/01/2020;0,85
1031;437;22/11/2019;0,99
1032;396;07/06/2012;0,19
1033;273;27/10/2020;0,46
1034;621;24/03/2023;0,71
1035;450;19/03/2018;0,54
1036;510;12/11/2021;0,47
1037;503;24/03/2004;0,87
1038;608;11/05/2016;0,50
1039;86;04/02/2001;0,30
1040;191;22/06/2017;0,36
1041;327;24/08/1996;0,95
1042;544;21/11/1996;0,51
1043;307;01/08/2000;0,54
1044;523;12/11/2023;0,21
1045;598;20/02/2013;0,41
1046;63;22/12/2022;0,54
1047;309;01/12/2004;0,58
1048;139;26/04/2024;0,72
1049;147;18/11/2012;0,31
1050;598;03/01/2002;0,95
1051;89;14/07/2013;0,92
1052;350;24/10/1997;0,12
1053;338;20/07/1997;0,11
1054;330;31/08/2021;0,39
1055;440;18/01/2010;0,59
1056;437;28/01/2021;0,95
1057;139;16/01/2018;0,63
1058;366;22/12/2011;0,71
1059;550;03/02/2001;0,36
1060;511;08/11/2008;0,01
1061;57;21/06/2015;0,98
1062;345;03/04/2010;0,74
1063;538;17/10/2018;0,48
1064;390;21/10/2004;0,30
1065;43;17/06/2020;0,82
1066;443;09/11/2013;0,55
1067;99;28/08/2008;0,08
1068;601;08/02/2024;0,60
1069;610;23/09/2020;0,10
1070;137;27/02/2017;0,60
1071;114;01/11/2013;0,72
1072;294;20/04/2020;0,66
1073;41;02/02/2014;0,15
1074;243;27/10/2003;0,23
1075;313;03/01/2020;0,98
1076;592;11/06/2018;0,02
1077;440;15/02/2006;0,17
1078;577;05/02/2022;0,79
1079;340;02/10/2022;0,67
1080;317;26/10/2019;0,42
1081;586;08/12/2022;0,95
1082;279;26/04/2020;0,68
1083;266;29/05/2015;0,79
1084;282;31/08/2021;0,57
1085;562;06/12/2021;0,17
1086;610;24/03/2024;0,39
1087;366;12/08/2013;0,99
1088;339;14/01/2007;0,75
1089;379;09/11/2015;0,33
1090;377;12/08/2023;0,76
1091;357;04/01/2008;0,41
1092;118;08/12/2023;0,29
1093;398;20/02/2024;0,69
1094;133;28/03/2023;0,11
1095;21;14/02/2022;0,94
1096;624;26/10/2021;0,17
1097;226;03/03/2012;0,71
1098;47;05/08/2001;0,06
1099;481;29/01/2018;0,38
1100;62;26/08/2017;0,61
1101;45;03/03/2022;0,53
1102;76;23/08/2009;0,91
1103;603;04/08/1988;0,11
1104;525;17/05/2008;0,61
1105;101;19/10/2021;0,04
1106;148;16/03/2011;0,49
1107;474;04/12/2020;0,82
1108;285;19/04/2024;0,98
1109;132;03/12/2023;0,40
1110;414;07/11/2021;0,03
1111;144;10/05/1998;0,65
1112;504;21/09/2014;0,67
1113;353;29/11/2020;0,26
1114;445;01/09/2024;0,76
1115;588;10/06/2013;0,22
1116;424;15/07/2017;0,42
1117;90;07/10/2006;0,26
1118;93;26/01/2018;0,10
1119;94;25/02/1988;0,63
1120;136;20/01/1989;0,90
1121;623;06/10/2016;0,62
1122;516;17/01/2020;0,20
1123;453;30/09/2018;0,50
1124;243;09/08/2018;0,44
1125;140;08/08/2020;0,28
1126;423;31/05/2023;0,14
1127;371;01/10/2000;0,08
1128;359;13/07/2003;0,57
1129;197;29/06/2005;0,01
1130;307;14/02/2008;0,26
1131;598;27/02/2018;0,80
1132;592;01/02/2017;0,36
1133;470;18/09/2016;0,10
1134;366;27/03/1991;0,62
1135;400;14/04/2005;0,69
1136;435;25/05/2019;0,30
1137;113;16/12/1988;0,99
1138;435;03/07/2016;0,23
1139;182;30/06/2022;0,42
1140;322;27/03/2021;0,66
1141;129;31/08/2012;0,21
1142;132;01/02/2021;0,64
1143;568;14/05/1994;0,41
1144;311;02/04/2016;0,19
1145;531;23/09/2015;0,96
1146;2;05/08/2021;1,00
1147;443;22/12/2017;0,27
1148;569;31/05/2002;0,57
1149;410;04/02/2024;0,80
1150;21;07/12/2008;0,17
1151;102;21/10/2014;0,34
1152;617;05/03/2017;0,43
1153;92;20/08/2021;0,40
1154;77;04/12/1998;0,55
1155;254;27/06/2008;0,91
1156;481;01/05/2015;0,15
1157;116;24/11/2002;0,53
1158;42;06/08/2022;0,84
1159;504;12/01/2024;0,43
1160;401;08/06/2021;0,86
1161;557;19/06/2023;0,94
1162;326;18/08/2021;0,86
1163;343;15/01/2016;0,57
1164;489;15/07/2022;0,89
1165;21;24/12/2017;0,76
1166;586;02/05/2023;0,43
1167;452;21/02/2010;0,19
1168;408;08/12/2016;0,80
1169;439;24/05/2017;0,27
1170;430;10/02/2021;0,65
1171;218;16/10/2017;0,38
1172;481;05/12/2000;0,99
1173;455;11/06/2012;0,63
1174;355;13/07/2019;0,70
1175;323;28/05/2014;0,68
1176;284;05/02/1994;0,02
1177;161;15/05/2017;0,44
1178;296;25/04/2021;0,97
1179;363;27/12/2009;0,20
1180;567;10/03/1998;0,66
1181;532;14/08/2020;0,18
1182;602;05/03/2023;0,55
1183;442;24/08/2015;0,40
1184;48;22/01/1999;0,46
1185;137;27/06/2007;0,13
1186;7;18/10/2024;0,09
1187;329;18/09/2018;0,27
1188;517;11/03/2022;0,38
1189;358;23/03/2020;0,15
1190;264;25/12/2018;0,58
1191;194;11/05/2000;0,66
1192;99;13/11/2023;0,39
1193;398;29/05/2023;0,81
1194;405;21/09/2016;0,10
1195;228;07/12/2023;0,40
1196;139;22/08/2007;0,78
1197;544;12/07/2023;0,35
1198;122;27/05/2022;0,30
1199;456;07/02/2014;0,96
1200;433;26/11/2000;0,48
1201;35;29/06/2008;0,73
1202;537;28/06/2017;0,53
1203;547;08/05/2010;0,55
1204;8;03/05/2007;0,15
1205;579;20/04/2015;0,80
1206;491;17/02/2022;0,82
1207;596;06/03/2024;0,22
1208;543;04/09/2015;0,85
1209;403;11/02/2004;0,32
1210;213;20/03/2024;0,43
1211;177;16/07/2011;0,61
1212;288;17/04/2014;0,61
1213;554;23/09/2014;0,15
1214;431;03/07/2019;0,62
1215;528;08/01/2013;0,93
1216;507;16/09/2023;0,59
1217;190;01/03/2022;0,48
1218;515;07/12/1991;0,13
1219;304;17/02/2021;0,88
1220;314;02/05/2019;0,54
1221;464;20/11/2018;0,51
1222;53;28/01/2015;0,91
1223;188;12/02/2023;0,82
1224;127;12/01/2022;0,91
1225;324;06/08/2005;0,12
1226;346;25/05/2016;0,65
1227;364;05/07/2017;0,49
1228;539;28/07/2023;0,04
1229;417;12/02/2022;0,82
1230;508;27/01/2024;0,70
1231;399;15/12/2023;0,35
1232;159;26/02/2022;0,70
1233;234;09/12/2021;0,26
1234;307;15/12/2023;0,03
1235;3;10/03/2012;0,47
1236;576;08/02/2024;0,21
1237;4;10/12/2013;0,50
1238;341;07/12/1999;0,78
1239;460;06/09/2023;0,05
1240;359;16/12/2017;0,41
1241;404;23/12/2015;0,84
1242;453;15/08/2020;0,14
1243;109;02/08/2022;0,78
1244;475;26/05/2020;0,26
1245;262;13/01/2006;0,21
1246;218;11/01/2016;0,95
1247;550;15/01/2012;0,55
1248;185;23/01/2018;0,55
1249;529;13/11/2020;0,31
1250;143;20/03/1998;0,03
1251;398;20/05/2021;0,95
1252;264;18/05/2022;0,27
1253;410;08/06/2004;0,11
1254;568;14/10/2004;0,86
1255;480;10/10/2021;0,18
1256;279;09/07/2020;0,99
1257;553;20/02/2021;0,37
1258;448;16/08/2023;0,06
1259;213;28/03/2011;0,67
1260;324;01/02/2023;0,65
1261;547;26/12/2023;0,21
1262;565;25/03/2019;0,49
1263;425;13/06/2020;0,55
1264;167;05/01/2013;0,77
1265;421;12/12/2021;0,14
1266;518;20/04/2014;0,18
1267;604;29/05/2005;0,86
1268;362;11/02/2022;0,61
1269;283;16/09/2020;0,86
1270;97;04/01/2024;0,92
1271;225;26/10/2020;0,89
1272;222;25/08/2022;0,13
1273;496;30/09/2023;0,91
1274;439;25/04/1996;0,31
1275;605;20/05/2022;0,41
1276;149;16/04/2024;0,17
1277;174;19/07/2012;0,09
1278;295;28/02/2009;0,35
1279;221;10/10/2017;0,56
1280;87;01/12/2019;0,11
1281;156;09/09/2022;0,64
1282;155;26/10/2010;0,75
1283;580;30/05/2023;0,27
1284;32;28/02/2014;0,73
1285;176;23/08/2018;0,85
1286;509;09/08/2008;0,41
1287;347;05/03/2017;0,38
1288;580;29/09/2023;0,98
1289;230;06/10/2003;0,09
1290;385;10/01/2019;0,16
1291;620;16/07/2015;0,40
1292;509;14/03/2020;0,76
1293;370;30/04/2020;0,87
1294;482;05/05/2017;0,73
1295;412;22/02/2006;0,49
1296;242;07/07/2024;0,23
1297;512;01/10/2012;0,90
1298;519;04/12/2021;0,24
1299;436;23/09/2006;0,97
1300;468;24/09/2021;0,02
1301;606;17/08/2008;0,07
1302;201;02/05/2014;0,82
1303;46;26/03/2017;0,04
1304;197;07/07/2022;0,85
1305;302;20/11/2010;0,86
1306;115;26/12/2010;0,72
1307;263;08/03/2006;0,13
1308;425;29/11/2023;0,97
1309;9;24/05/2021;0,90
1310;468;24/07/2020;0,81
1311;54;19/03/2017;0,44
1312;446;14/04/2016;0,91
1313;17;05/10/1995;0,47
1314;338;30/12/2017;0,77
1315;521;27/06/2010;0,25
1316;288;27/06/2023;0,30
1317;608;04/09/2003;0,80
1318;608;09/08/2021;0,51
1319;549;13/07/2010;0,23
1320;332;04/08/2003;0,77
1321;474;01/09/2007;0,70
1322;376;06/10/2018;0,68
1323;498;07/06/2022;0,57
1324;456;24/08/2012;0,28
1325;8;24/10/2019;0,08
1326;176;03/05/2024;0,67
1327;236;05/11/2016;0,36
1328;394;14/03/2009;0,48
1329;55;23/10/2002;0,71
1330;144;16/05/2019;0,38
1331;384;23/06/2015;0,06
1332;315;08/02/2023;0,08
1333;58;03/01/2022;0,11
1334;281;07/07/2018;0,17
1335;388;08/06/2002;0,86
1336;420;27/02/2024;0,88
1337;76;19/04/2021;0,07
1338;68;20/11/2023;0,32
1339;107;02/01/2017;0,03
1340;62;22/11/2017;0,20
1341;533;10/12/2023;0,55
1342;364;18/06/2021;0,58
1343;452;27/04/2014;0,92
1344;265;29/09/2012;0,99
1345;372;04/06/2024;0,43
1346;181;10/01/2024;0,59
1347;415;13/10/2022;0,78
1348;102;24/09/2012;0,67
1349;279;27/06/2023;0,62
1350;159;03/06/2003;0,98
1351;589;12/02/2018;0,73
1352;195;21/02/2023;0,82
1353;351;09/11/2015;0,51
1354;248;17/09/1997;0,42
1355;98;13/09/2023;0,43
1356;413;19/03/2020;0,57
1357;492;12/05/2014;0,89
1358;272;10/01/2022;0,73
1359;294;05/05/2006;0,04
1360;401;06/08/2012;0,80
1361;20;23/02/2021;0,07
1362;14;05/07/2023;0,24
1363;401;28/12/2007;0,67
1364;508;07/08/1994;0,30
1365;423;19/01/2022;0,47
1366;265;22/07/2017;0,39
1367;613;25/08/2021;0,71
1368;206;06/01/2013;0,69
1369;501;13/03/2014;0,90
1370;432;30/03/2023;0,04
1371;512;17/08/2021;0,62
1372;237;19/04/2013;0,49
1373;222;24/11/2023;0,87
1374;10;19/04/2003;0,46
1375;279;08/02/2018;0,18
1376;611;21/08/1988;0,71
1377;236;30/03/2007;0,17
1378;594;07/02/2023;0,02
1379;172;06/07/2023;0,91
1380;353;16/09/2019;0,14
1381;363;12/07/2022;0,04
1382;533;10/09/2007;0,93
1383;462;03/06/2015;0,08
1384;607;24/04/2009;0,38
1385;284;19/02/2002;0,37
1386;129;22/10/2009;0,17
1387;577;27/10/2022;0,38
1388;157;07/09/2013;0,94
1389;103;01/03/2004;0,88
1390;330;12/08/2014;0,39
1391;353;19/05/2021;0,53
1392;323;20/05/2022;0,92
1393;298;14/05/2023;0,55
1394;181;08/03/2020;0,50
1395;259;02/01/2013;0,88
1396;15;10/05/2024;0,92
1397;550;06/09/2006;0,20
1398;332;08/07/2021;0,13
1399;386;27/12/2021;0,42
1400;460;01/11/2012;0,69
1401;257;12/10/1997;0,57
1402;132;07/05/2003;0,43
1403;240;25/01/1998;0,63
1404;278;14/01/2002;0,80
1405;438;05/05/2007;0,26
1406;157;01/09/2022;0,77
1407;217;28/03/2024;0,80
1408;362;25/05/2009;0,84
1409;322;04/06/2019;0,60
1410;71;15/03/2018;0,56
1411;566;23/07/2015;0,47
1412;440;29/06/2018;0,22
1413;586;18/12/2012;0,16
1414;587;05/08/2018;0,39
1415;430;08/12/1999;0,30
1416;568;26/02/2009;0,89
1417;328;23/02/2009;0,93
1418;613;18/12/2012;0,78
1419;16;15/10/2015;0,72
1420;602;08/07/2020;0,08
1421;499;19/07/2018;0,46
1422;508;18/04/2022;0,61
1423;480;25/08/2006;0,90
1424;172;19/10/2020;0,37
1425;360;07/04/2013;0,45
1426;595;20/08/2001;0,77
1427;494;11/06/2024;0,96
1428;492;15/01/2021;0,28
1429;82;01/03/2012;0,07
1430;207;04/03/2004;0,57
1431;163;26/06/2019;0,18
1432;72;13/04/2016;0,41
1433;520;04/02/2016;0,30
1434;580;21/05/2018;0,56
1435;153;17/01/2013;0,91
1436;473;26/05/2023;0,91
1437;557;31/05/2021;0,27
1438;312;05/03/2023;0,18
1439;101;07/08/2016;0,94
1440;429;01/09/2023;0,18
1441;420;28/10/1991;0,35
1442;196;05/01/2020;0,28
1443;455;04/05/2013;0,16
1444;303;07/05/2019;0,28
1445;50;06/02/2001;0,72
1446;516;15/11/2009;0,39
1447;35;06/12/2023;0,88
1448;323;23/07/2021;0,60
1449;117;20/04/2020;0,22
1450;407;13/12/2003;0,64
1451;75;25/10/2013;0,36
1452;157;09/01/2004;0,08
1453;290;05/07/2024;0,51
1454;258;07/07/2021;0,67
1455;315;11/08/2017;0,98
1456;268;08/04/1997;0,89
1457;357;09/04/2010;0,27
1458;552;07/01/2012;0,97
1459;521;16/08/1988;0,36
1460;320;26/09/2009;0,34
1461;514;22/05/2010;0,70
1462;485;08/02/2023;0,17
1463;432;16/06/1996;0,27
1464;206;14/08/2020;0,52
1465;330;02/12/2018;0,25
1466;250;14/08/2017;0,21
1467;624;27/03/2011;0,79
1468;74;21/12/2023;0,52
1469;84;31/03/2019;0,99
1470;83;28/02/2014;0,27
1471;446;14/06/1990;0,10
1472;133;08/05/2008;0,90
1473;211;27/11/2014;0,68
1474;244;18/11/2023;0,23
1475;91;12/07/2022;0,22
1476;136;04/08/2002;0,01
1477;275;24/05/2024;0,01
1478;182;18/05/2022;0,47
1479;188;07/09/2001;0,28
1480;124;16/12/2023;0,44
1481;216;26/07/2021;0,58
1482;549;24/07/2022;0,92
1483;69;13/07/2013;0,74
1484;534;13/11/2019;0,39
1485;206;21/01/2022;0,21
1486;175;22/05/2018;0,55
1487;270;16/03/2016;0,07
1488;561;17/02/2024;0,68
1489;185;22/01/2023;0,82
1490;557;08/04/2003;0,78
1491;503;09/09/2021;0,89
1492;338;06/05/2009;0,65
1493;386;22/09/2016;0,07
1494;590;10/08/1994;0,97
1495;412;18/09/2012;0,01
1496;262;25/10/2019;0,78
1497;161;23/09/2021;0,95
1498;269;09/12/2017;0,40
1499;614;27/12/2013;0,93
1500;541;18/08/2015;0,94
1501;369;16/10/2010;0,12
1502;618;24/08/2020;0,41
1503;157;17/02/2010;0,89
1504;248;26/12/2023;0,22
1505;17;26/05/2008;0,94
1506;33;08/07/2022;0,95
1507;580;29/03/2014;0,75
1508;513;15/08/2021;0,17
1509;253;23/09/2017;0,82
1510;434;18/02/2009;0,41
1511;461;08/03/2019;0,46
1512;211;06/10/2009;0,70
1513;147;30/10/2002;0,33
1514;607;29/10/2023;0,40
1515;79;11/07/2024;0,25
1516;231;25/09/2000;0,76
1517;173;12/12/2020;0,84
1518;463;25/04/2023;0,62
1519;514;22/08/2004;0,95
1520;108;14/10/2011;0,83
1521;158;23/12/2011;0,21
1522;413;02/04/2020;0,65
1523;410;23/10/2011;0,26
1524;489;29/07/2021;0,97
1525;417;10/02/2014;0,66
1526;485;20/02/2023;0,18
1527;212;12/12/2010;0,42
1528;439;25/09/2023;0,69
1529;325;08/01/2021;0,16
1530;37;06/08/2000;0,14
1531;472;20/06/2010;0,21
1532;493;17/06/2023;0,06
1533;176;18/01/2007;0,09
1534;594;22/11/2022;0,53
1535;336;17/08/2008;0,25
1536;610;24/04/2011;0,33
1537;142;28/05/2017;0,29
1538;44;22/03/2015;0,78
1539;313;25/03/2024;0,77
1540;44;26/05/2023;0,01
1541;574;26/05/2009;0,06
1542;368;20/06/2023;0,20
1543;90;09/10/1998;0,45
1544;463;06/06/2023;0,93
1545;115;28/12/2014;0,76
1546;16;13/04/1992;0,30
1547;58;31/10/2015;0,32
1548;123;06/11/2013;0,56
1549;64;31/07/2008;0,19
1550;65;15/12/2014;0,06
1551;387;02/03/2021;0,73
1552;329;30/11/2023;0,99
1553;195;23/05/2019;0,52
1554;171;14/10/2022;0,26
1555;456;20/09/2020;0,43
1556;112;24/01/2005;0,33
1557;171;20/09/2011;0,44
1558;257;31/05/2023;0,58
1559;228;17/03/2014;0,68
1560;60;12/12/2023;0,10
1561;51;09/02/2023;0,61
1562;320;16/12/2021;0,13
1563;505;05/06/2013;0,54
1564;312;05/09/2021;0,18
1565;587;12/04/2023;0,57
1566;20;09/11/2020;0,38
1567;395;06/05/1999;0,47
1568;388;15/05/2016;0,76
1569;170;11/03/2022;0,93
1570;526;18/08/2023;0,43
1571;494;28/05/2022;0,41
1572;523;01/08/2020;0,50
1573;375;13/10/2017;0,78
1574;562;16/11/2020;0,47
1575;497;06/03/2015;0,82
1576;558;16/09/2022;0,81
1577;326;11/10/2019;0,83
1578;229;14/07/2023;0,27
1579;62;15/01/2023;0,87
1580;391;09/08/2011;0,92
1581;479;26/06/2023;0,86
1582;310;21/10/2020;0,70
1583;169;07/04/2020;0,48
1584;16;05/08/2016;0,69
1585;186;11/09/2014;0,06
1586;419;30/06/2009;0,88
1587;326;27/07/2013;0,07
1588;304;22/03/2018;0,04
1589;113;12/01/2013;0,93
1590;131;02/03/2023;1,00
1591;448;17/03/2024;0,21
1592;72;05/01/2023;0,25
1593;517;05/10/2010;0,26
1594;519;07/11/2022;0,43
1595;239;28/04/2016;0,96
1596;286;06/04/2019;0,52
1597;563;06/07/2019;0,23
1598;102;24/01/2009;0,55
1599;38;26/10/2013;0,21
1600;497;01/02/2023;0,01
1601;483;26/10/2021;0,21
1602;343;13/10/2022;0,43
1603;160;07/08/2016;0,61
1604;252;02/06/2022;0,06
1605;24;18/02/2005;0,02
1606;218;15/11/2022;0,44
1607;585;15/01/2018;0,19
1608;227;24/08/2023;0,60
1609;579;12/12/2014;0,76
1610;588;24/06/2012;0,64
1611;109;24/09/2019;0,34
1612;257;13/07/2013;0,97
1613;188;17/01/2020;0,59
1614;147;05/04/2016;0,37
1615;202;27/10/2021;0,74
1616;391;01/08/2007;0,03
1617;359;20/07/2020;0,35
1618;125;06/07/2016;0,39
1619;186;20/03/2023;0,21
1620;200;18/09/2022;0,51
1621;312;12/02/2019;0,10
1622;623;13/09/2020;0,96
1623;209;17/11/2023;0,08
1624;15;26/04/2022;0,04
1625;347;19/11/1987;0,84
1626;398;22/01/2002;0,30
1627;263;22/04/2019;0,32
1628;175;07/01/2015;0,97
1629;429;25/12/2020;0,97
1630;37;09/07/2023;0,38
1631;395;07/03/2015;0,13
1632;507;13/04/2024;0,74
1633;256;04/07/2014;0,65
1634;11;20/09/2013;0,94
1635;381;04/01/2014;0,16
1636;329;08/01/2017;0,50
1637;459;21/06/2011;0,58
1638;27;19/06/2011;0,61
1639;89;08/01/2010;0,64
1640;356;24/06/2021;0,18
1641;544;05/12/2009;0,43
1642;28;26/11/2015;0,49
1643;483;19/03/2020;0,84
1644;193;14/05/2016;0,28
1645;100;15/03/2015;0,76
1646;514;25/04/2015;0,47
1647;34;17/02/2021;0,29
1648;48;12/12/2008;0,79
1649;572;24/07/2004;0,79
1650;560;27/03/2024;0,62
1651;482;08/02/2013;0,76
1652;613;15/10/2013;0,56
1653;366;04/01/2023;0,68
1654;96;25/11/2002;0,78
1655;541;30/04/2007;0,69
1656;71;21/09/2020;0,45
1657;143;05/12/2011;0,45
1658;441;05/02/2007;0,57
1659;611;30/06/2004;0,57
1660;277;08/12/2011;0,62
1661;155;05/01/2013;0,70
1662;585;09/10/2021;0,93
1663;421;06/11/2007;0,97
1664;476;24/08/2015;0,66
1665;319;13/10/2020;0,39
1666;388;23/05/2022;0,56
1667;124;14/12/2020;0,00
1668;263;13/05/2021;0,75
1669;465;14/09/2003;0,57
1670;414;17/12/2003;0,70
1671;621;28/07/2019;0,40
1672;262;06/05/2016;0,50
1673;188;16/02/2005;0,15
1674;24;25/12/2021;0,25
1675;469;04/09/2022;0,24
1676;509;07/02/2023;0,11
1677;384;12/12/2019;0,30
1678;336;24/03/2014;0,74
1679;16;20/04/2015;0,31
1680;256;13/07/2001;0,96
1681;118;09/08/2020;0,06
1682;580;02/08/2019;0,87
1683;595;14/08/1997;0,93
1684;387;11/10/2010;0,45
1685;151;22/12/2020;0,03
1686;116;22/12/2006;0,58
1687;109;13/05/2019;0,36
1688;33;01/05/1998;0,45
1689;432;30/09/2004;0,37
1690;8;05/11/2005;0,94
1691;71;23/10/2018;0,64
1692;33;12/08/2006;0,13
1693;160;06/03/2021;0,52
1694;90;03/02/2008;0,70
1695;42;27/12/2015;0,76
1696;474;28/11/2012;0,01
1697;462;03/02/2022;0,05
1698;335;26/10/2021;0,42
1699;606;17/04/2022;0,44
1700;178;28/10/2021;0,25
1701;145;19/10/2022;0,36
1702;173;07/06/2021;0,78
1703;568;01/07/2019;0,25
1704;355;03/03/2011;0,41
1705;309;26/05/2012;0,30
1706;182;16/01/2024;0,81
1707;266;19/09/2009;0,90
1708;70;05/01/2018;0,27
1709;339;04/03/2024;0,19
1710;252;13/01/2012;0,72
1711;577;01/12/2005;0,72
1712;327;23/06/2024;0,27
1713;84;14/11/2007;0,01
1714;449;27/08/2019;0,99
1715;416;22/01/1987;0,38
1716;519;18/02/2009;0,29
1717;383;02/02/2023;0,87
1718;242;12/11/2017;0,26
1719;214;06/10/2020;0,85
1720;283;30/05/2018;0,99
1721;241;21/04/2009;0,37
1722;99;13/11/2017;0,91
1723;513;30/03/2024;0,20
1724;449;09/05/2017;0,07
1725;449;18/09/2016;0,73
1726;512;21/05/2022;0,50
1727;141;31/10/2012;0,97
1728;314;20/02/2023;0,81
1729;80;11/09/2020;0,51
1730;229;18/08/2020;0,79
1731;297;05/01/2020;0,25
1732;72;09/03/2012;0,20
1733;209;20/11/2021;0,75
1734;452;23/06/2022;0,48
1735;54;09/07/2020;0,30
1736;401;17/11/2019;0,49
1737;107;03/09/1993;0,36
1738;295;31/08/2019;0,67
1739;426;28/03/2022;0,15
1740;160;04/06/2017;0,47
1741;205;18/02/1998;0,48
1742;258;06/01/2024;0,83
1743;79;05/06/2023;0,29
1744;199;13/07/2001;0,38
1745;371;21/09/2018;0,76
1746;404;20/07/2021;0,73
1747;64;13/08/2019;0,77
1748;119;20/11/2007;0,80
1749;435;14/02/2022;0,11
1750;165;17/05/2020;0,29
1751;284;20/10/2021;0,23
1752;245;30/12/2023;0,69
1753;10;14/04/1997;0,90
1754;184;09/05/2007;0,66
1755;239;14/07/2023;0,73
1756;133;02/03/2021;0,12
1757;236;25/12/2023;0,12
1758;339;19/08/2022;0,67
1759;512;23/03/2021;0,06
1760;132;29/04/2013;0,94
1761;422;15/06/2018;0,08
1762;99;07/07/2006;0,47
1763;386;22/12/2016;0,94
1764;45;23/08/2002;0,93
1765;379;01/05/2006;0,60
1766;315;22/09/2009;0,76
1767;206;12/04/2011;0,96
1768;524;24/06/2024;0,24
1769;221;26/02/2022;0,43
1770;608;24/04/2005;0,45
1771;45;25/02/2021;0,59
1772;423;24/03/2022;0,78
1773;569;23/04/1989;0,11
1774;265;17/08/2002;0,57
1775;331;17/02/2020;0,42
1776;194;12/08/2013;0,35
1777;199;30/07/2017;0,22
1778;475;03/08/2010;0,23
1779;462;02/04/2006;0,15
1780;106;03/04/2012;0,58
1781;505;18/03/2021;0,68
1782;56;17/05/2010;0,79
1783;224;24/02/2023;0,27
1784;155;29/06/2004;0,68
1785;433;13/09/2013;0,08
1786;115;23/12/2022;0,49
1787;325;07/06/2012;0,71
1788;146;04/10/2013;0,08
1789;588;31/08/2015;0,96
1790;378;23/11/2021;0,87
1791;379;13/05/2005;0,71
1792;472;12/04/2018;0,63
1793;288;20/03/2024;0,70
1794;413;20/08/2024;0,19
1795;180;08/12/2000;0,23
1796;613;03/11/2013;0,59
1797;597;08/11/2021;0,43
1798;341;19/12/2021;0,11
1799;358;01/10/2021;0,54
1800;159;17/10/1995;0,49
1801;406;02/06/2024;0,63
1802;439;19/11/2022;0,46
1803;574;20/02/2022;0,61
1804;568;04/12/2019;0,53
1805;227;12/01/2010;0,23
1806;505;27/11/2005;0,94
