Index;BirthDate
1499;01/05/1968
1500;04/08/1975
1501;01/03/1979
1502;04/02/1967
1503;01/09/1954
1504;10/01/2005
1505;04/09/1958
1506;04/05/1999
1507;07/11/1966
1508;15/10/1970
1509;03/10/1962
1510;06/06/1960
1511;15/02/1970
1512;07/05/1966
1513;11/06/1960
1514;12/12/1996
1515;08/05/1989
1516;03/08/1976
1517;04/10/1971
1518;14/10/2004
1519;15/07/1956
1520;07/02/1956
1521;03/07/1969
1522;11/06/1992
1523;07/05/1989
1524;14/09/1990
1525;01/07/1981
1526;13/02/1995
1527;03/08/1982
1528;10/09/1996
1529;01/10/1993
1530;10/04/1960
1531;05/12/1969
1532;15/06/1994
1533;14/09/1955
1534;10/10/1983
1535;04/08/1974
1536;02/01/1974
1537;02/03/1992
1538;15/05/1982
1539;14/10/2001
1540;02/12/1992
1541;05/11/1971
1542;06/04/2003
1543;04/10/1959
1544;04/03/1991
1545;13/12/1985
1546;12/07/1958
1547;01/10/1984
1548;01/12/1991
1549;04/01/1986
1550;13/02/1955
1551;02/06/1972
1552;12/06/1982
1553;15/08/1980
1554;07/06/1987
1555;07/10/1993
1556;06/07/1972
1557;05/02/1975
1558;10/02/1963
1559;04/11/1971
1560;02/11/2005
1561;08/02/1994
1562;09/02/1987
1563;14/07/1965
1564;11/09/1978
1565;03/01/1959
1566;12/03/1986
1567;12/08/1965
1568;05/12/1979
1569;01/03/2000
1570;11/04/2002
1571;14/01/1959
1572;12/12/1978
1573;13/10/1986
1574;01/05/1981
1575;04/10/1969
1576;03/06/1986
1577;01/05/1970
1578;11/12/1977
1579;11/01/1980
1580;01/06/1986
1581;09/09/1996
1582;09/10/1975
1583;01/12/1963
1584;06/01/1972
1585;15/06/1987
1586;15/03/1957
1587;15/09/1964
1588;09/02/1981
1589;02/11/1986
1590;13/03/1997
1591;05/08/1962
1592;02/11/1996
1593;08/10/1963
1594;14/10/1997
1595;14/04/1985
1596;12/07/1968
1597;09/07/1989
1598;11/04/1956
1599;08/09/1966
1600;02/04/1962
1601;07/04/1958
1602;11/03/2004
1603;14/05/1970
1604;07/12/1963
1605;03/10/1970
1606;10/08/1989
1607;11/09/1985
1608;09/08/1978
1609;03/04/1971
1610;03/09/1988
1611;10/01/1988
1612;07/11/1984
1613;15/06/1992
1614;08/04/1970
1615;02/01/1996
1616;02/06/1972
1617;08/07/1960
1618;04/04/1964
1619;10/06/1989
1620;08/07/1990
1621;11/06/1981
1622;14/10/1969
1623;05/10/1968
1624;15/01/1970
1625;13/08/1963
1626;14/11/1960
1627;11/11/1984
1628;12/08/1976
1629;14/03/1964
1630;09/02/1985
1631;13/03/1962
1632;11/01/1979
1633;08/04/1986
1634;11/01/1967
1635;12/02/1991
1636;12/09/1987
1637;10/09/1986
1638;15/10/1988
1639;09/11/1967
1640;12/04/1995
1641;09/11/1962
1642;11/02/1986
1643;08/11/1966
1644;13/06/1955
1645;12/11/1979
1646;06/02/1992
1647;09/09/1961
1648;06/05/1970
1649;14/07/1983
1650;04/06/1978
1651;13/02/1976
1652;10/04/1984
1653;14/12/2000
1654;02/08/1951
1655;04/09/1950
1656;04/04/1983
1657;09/03/1983
1658;15/09/1962
1659;03/02/1954
1660;07/02/1972
1661;10/03/1985
1662;11/07/1995
1663;14/05/1960
1664;11/01/1987
1665;02/06/1989
1666;11/11/1996
1667;02/07/1968
1668;05/05/1989
1669;15/06/1958
1670;11/03/1955
1671;10/06/1958
1672;10/01/1961
1673;12/11/1961
1674;09/08/1998
1675;05/07/1996
1676;14/01/1988
1677;02/06/1990
1678;01/11/1955
1679;04/04/1981
1680;13/11/1963
1681;11/12/1999
1682;12/02/1987
1683;13/02/1971
1684;05/03/1963
1685;06/04/1959
1686;10/10/1972
1687;02/06/1975
1688;14/07/1968
1689;06/07/1953
1690;13/02/1972
1691;04/11/1979
1692;10/01/1978
1693;05/09/1993
1694;15/03/1961
1695;02/04/1986
1696;04/01/1983
1697;09/02/1964
1698;02/12/1972
1699;08/08/1975
1700;07/07/1982
1701;12/12/1999
1702;11/02/1990
1703;08/06/1989
1704;04/05/1971
1705;08/03/1986
1706;03/03/1990
1707;11/12/1959
1708;15/08/1988
1709;14/03/1958
1710;12/05/1983
1711;03/02/1976
1712;07/12/1973
1713;11/11/1969
1714;11/01/1961
1715;12/06/1959
1716;04/11/1977
1717;04/08/1999
1718;08/01/1981
1719;04/11/1987
1720;01/10/1980
1721;01/06/1966
1722;01/01/1984
1723;04/04/2000
1724;03/07/1981
1725;10/02/1980
1726;10/01/1961
1727;05/02/1978
1728;07/06/1995
1729;03/05/1966
1730;05/12/2001
1731;04/05/1967
1732;02/10/1967
1733;03/11/1992
1734;04/08/2001
1735;01/01/1978
1736;10/12/1993
1737;01/07/1957
1738;05/02/1955
1739;08/05/1984
1740;01/04/1979
1741;02/07/1958
1742;08/04/1981
1743;15/05/2003
1744;04/05/1963
1745;14/05/1994
1746;02/05/2003
1747;09/11/1983
1748;09/11/1968
1749;10/03/1996
1750;06/10/1995
1751;06/06/2001
1752;04/11/1997
1753;10/07/1964
1754;06/01/1977
1755;02/03/1996
1756;05/05/1970
1757;07/11/2001
1758;01/05/2001
1759;01/10/1991
1760;03/04/1987
1761;07/07/1981
1762;05/10/1970
1763;14/04/1960
1764;06/02/1965
1765;08/07/1974
1766;08/08/1969
1767;09/05/1964
1768;06/07/1998
1769;01/06/1980
1770;05/11/1966
1771;04/04/1976
1772;11/05/1998
1773;10/04/1955
1774;13/08/1951
1775;11/12/1988
1776;15/12/1970
1777;02/09/1968
1778;03/11/1973
1779;14/01/1960
1780;09/04/1978
1781;06/12/1991
1782;05/12/1968
1783;08/09/2004
1784;08/07/1969
1785;02/07/1976
1786;02/02/2003
1787;04/06/1987
1788;10/06/1958
1789;05/01/1990
1790;05/12/1982
1791;15/05/1958
1792;01/04/1985
1793;10/09/1990
1794;10/09/1978
1795;12/06/1962
1796;13/02/1979
1797;15/03/1998
1798;08/08/1968
1799;02/09/1988
1800;03/01/1959
1801;09/05/1989
1802;12/02/1994
1803;09/06/1965
1804;02/11/1973
1805;15/08/1963
1806;01/12/1954
1807;12/06/1971
1808;02/04/1988
1809;13/08/1963
1810;06/08/1993
1811;01/11/1993
1812;01/06/1982
1813;09/09/1979
1814;02/03/1997
1815;02/04/1992
1816;15/11/1967
1817;11/03/1985
1818;10/09/1982
1819;13/07/1993
1820;12/06/1989
1821;07/03/1984
1822;04/02/1989
1823;15/07/1982
1824;15/02/1982
1825;07/10/1964
1826;06/09/1979
1827;10/05/1997
1828;06/11/1981
1829;04/12/1966
1830;13/06/1979
1831;15/09/1956
1832;07/08/1955
1833;15/11/1960
1834;03/10/1956
1835;06/01/1991
1836;04/03/1962
1837;08/05/1986
1838;01/11/1959
1839;10/12/1969
1840;02/07/1978
1841;07/08/1954
1842;12/06/1974
1843;10/11/1984
1844;09/05/1995
1845;03/04/1994
1846;15/01/1957
1847;05/06/1990
1848;14/04/1960
1849;13/03/1983
1850;09/08/1964
1851;07/11/1957
1852;15/06/1995
1853;04/10/1991
1854;08/06/1967
1855;09/11/1993
1856;14/09/1991
1857;03/11/1957
1858;02/12/1981
1859;10/01/1997
1860;13/02/1993
1861;15/08/1970
1862;10/09/1982
1863;03/12/1992
1864;02/09/1952
1865;06/05/1958
1866;13/09/1981
1867;10/07/1953
1868;13/10/1951
1869;13/08/1988
1870;12/04/1984
1871;03/05/1984
1872;08/10/1956
1873;13/08/1971
1874;08/02/2001
1875;06/01/1975
1876;11/10/1984
1877;01/12/1956
1878;06/08/1968
1879;04/07/1976
1880;06/04/1961
1881;04/05/1996
1882;05/12/1977
1883;06/02/1996
1884;09/02/1962
1885;06/04/1986
1886;04/01/1967
1887;06/09/1956
1888;06/03/1961
1889;13/01/1985
1890;02/10/1993
1891;04/04/1956
1892;11/01/1981
1893;15/02/1973
1894;14/12/1970
1895;13/05/1990
1896;13/02/2001
1897;04/02/1988
1898;14/01/1954
1899;06/07/1981
1900;03/05/1997
1901;15/12/1990
1902;09/12/1997
1903;12/02/1986
1904;14/12/1978
1905;05/11/1990
1906;09/02/1954
1907;04/03/1979
1908;06/05/1988
1909;08/11/1989
1910;07/03/1969
1911;04/03/1975
1912;12/04/1975
1913;02/09/1991
1914;03/06/1996
1915;15/06/1969
1916;14/05/1967
1917;05/05/1997
1918;15/02/1981
1919;01/07/1965
1920;11/12/1970
1921;14/09/1997
1922;09/12/1981
1923;01/05/1977
1924;08/09/1997
1925;05/08/1969
1926;09/03/1987
1927;10/02/1958
1928;02/08/1971
1929;10/04/1961
1930;02/11/1979
1931;12/07/1995
1932;10/11/1996
1933;03/12/1959
1934;10/10/1992
1935;01/04/1993
1936;05/09/1981
1937;13/03/1986
1938;02/06/1951
1939;13/10/1963
1940;04/10/1980
1941;10/10/1993
1942;12/03/1988
1943;01/01/1975
1944;03/11/1966
1945;02/07/1984
1946;03/05/1990
1947;15/09/1962
1948;15/09/1989
1949;15/10/1964
1950;03/05/1957
1951;06/02/1990
1952;04/05/1990
1953;04/08/1959
1954;06/05/1987
1955;04/06/2000
1956;13/02/1986
1957;05/09/1997
1958;13/01/1989
1959;10/12/1968
1960;10/12/1984
1961;02/07/1992
1962;02/02/1957
1963;06/02/1955
1964;10/12/1963
1965;07/01/1990
1966;03/07/1977
1967;11/03/1998
1968;13/11/1981
1969;12/10/1958
1970;09/04/1959
1971;13/02/2001
1972;12/06/1966
1973;08/11/1990
1974;02/08/1962
1975;08/10/1963
1976;01/03/1992
1977;11/02/1977
1978;04/05/1987
1979;10/03/1991
1980;08/09/1985
1981;15/03/1969
1982;11/02/1990
1983;02/04/1989
1984;04/12/2001
1985;09/04/1995
1986;02/10/1991
1987;09/06/1993
1988;15/04/1979
1989;09/09/1989
1990;14/04/1995
1991;10/07/1976
1992;09/04/1999
1993;06/03/1978
1994;12/04/1985
1995;11/11/1989
1996;08/06/1980
1997;05/02/1983
1998;13/01/1969
1999;10/10/1991
2000;06/06/1982
2001;13/11/1977
2002;03/08/1988
2003;09/07/1965
2004;07/07/1978
2005;01/08/1993
2006;03/06/1996
2007;11/05/1985
2008;09/12/1960
2009;12/10/1976
2010;05/10/1966
2011;01/02/1997
2012;05/10/1953
2013;04/08/1973
2014;13/02/1993
2015;13/11/1990
2016;15/01/1973
2017;02/10/1965
2018;04/04/1968
2019;04/09/1983
2020;12/10/1994
2021;11/05/1987
2022;10/08/1979
2023;09/04/1963
2024;08/09/1972
2025;04/03/1986
2026;05/08/2005
2027;11/06/1981
2028;13/04/1959
2029;15/11/1955
2030;06/02/1970
2031;03/11/1971
2032;08/04/1999
2033;10/11/1968
2034;01/01/1973
2035;04/10/1992
2036;11/08/1958
2037;07/02/1983
2038;15/11/1969
2039;11/02/2000
2040;14/05/1979
2041;10/11/1969
2042;03/03/1989
2043;02/09/1974
2044;04/01/2003
2045;09/08/1992
2046;06/09/1988
2047;11/08/1974
2048;13/11/1985
2049;05/09/1999
2050;09/05/2003
2051;06/12/1986
2052;12/02/1989
2053;04/05/1970
2054;12/10/1966
2055;14/12/1989
2056;02/04/1981
2057;06/01/1981
2058;02/07/1961
2059;05/09/1964
2060;01/06/1981
2061;06/10/1990
2062;08/12/2001
2063;13/09/1999
2064;05/01/1959
2065;07/03/1987
2066;04/04/1975
2067;15/11/1993
2068;01/05/1972
2069;05/09/1969
2070;02/10/1990
2071;08/06/1971
2072;12/06/1962
2073;06/11/1959
2074;02/04/1972
2075;09/03/1993
2076;01/08/1965
2077;05/06/1956
2078;05/04/1999
2079;10/10/1956
2080;06/08/1965
2081;11/05/1995
2082;11/12/1988
2083;06/02/1969
2084;02/03/1983
2085;03/10/1967
2086;12/10/1987
2087;08/02/1961
2088;02/11/1952
2089;11/05/1963
2090;07/09/2006
2091;08/05/1986
2092;02/06/1965
2093;10/09/1963
2094;02/03/1997
2095;12/01/1973
2096;08/10/1967
2097;09/03/1996
2098;03/11/1983
2099;09/09/1974
2100;12/04/1963
2101;11/04/1967
2102;09/02/1966
2103;08/03/1962
2104;08/03/1987
2105;10/10/1960
2106;14/03/1989
2107;03/10/1962
2108;08/04/1966
2109;09/09/1969
2110;12/01/1990
2111;13/04/1964
2112;10/04/1952
2113;14/02/1980
2114;02/06/1984
2115;03/07/1967
2116;15/12/1996
2117;09/08/1991
2118;10/01/1994
2119;11/02/2005
2120;04/09/1982
2121;04/12/1986
2122;06/11/1968
2123;14/09/1965
2124;07/09/2002
2125;15/07/1979
2126;15/11/1967
2127;04/02/1978
2128;03/02/1993
2129;13/04/1996
2130;06/05/1971
2131;04/01/2002
2132;11/12/1966
2133;01/09/1981
2134;05/11/1964
2135;05/07/1959
2136;13/09/1976
2137;08/05/1972
2138;01/11/2002
2139;12/10/1958
2140;12/06/1961
2141;08/11/1976
2142;13/01/1999
2143;03/01/1968
2144;14/06/1978
2145;09/09/1987
2146;11/04/1970
2147;03/04/1958
2148;03/05/1979
2149;12/10/1975
2150;05/10/1956
2151;04/11/1974
2152;09/03/1971
2153;08/09/1990
2154;04/09/1953
2155;10/09/1985
2156;10/01/1967
2157;11/03/1984
2158;10/08/1999
2159;15/01/1970
2160;12/10/1974
2161;01/05/1991
2162;10/07/1993
2163;14/09/1965
2164;02/10/1985
2165;10/09/1967
2166;07/01/1981
2167;07/06/1971
2168;07/08/1995
2169;04/06/2001
2170;12/11/1964
2171;05/12/1968
2172;04/05/1983
2173;05/11/1991
2174;12/02/1989
2175;10/07/1971
2176;07/06/1982
2177;02/04/1968
2178;03/09/1979
2179;14/10/1978
2180;13/06/1985
2181;12/10/1992
2182;13/01/1954
2183;02/12/1988
2184;06/02/1981
2185;05/11/1972
2186;06/01/2000
2187;13/05/1982
2188;11/01/1990
2189;14/05/1967
2190;12/07/1960
2191;13/05/1991
2192;14/07/1991
2193;06/04/1956
2194;01/03/1991
2195;01/05/1963
2196;06/06/1960
2197;12/12/1992
2198;10/12/1952
2199;02/08/1960
2200;02/02/1987
2201;07/11/1964
2202;09/08/1959
2203;05/10/1992
2204;02/09/1963
2205;08/08/1984
2206;11/02/1979
2207;10/06/1962
2208;08/01/1989
2209;12/05/1956
2210;15/12/1994
2211;01/07/1972
2212;14/07/1976
2213;11/06/1993
2214;03/01/1967
2215;04/05/1975
2216;13/06/1971
2217;12/07/1991
2218;02/06/1971
2219;02/01/1980
2220;13/04/1960
2221;09/07/1981
2222;01/12/1988
2223;15/12/1988
2224;13/12/1984
2225;09/04/1955
2226;14/12/1987
2227;04/06/1997
2228;08/02/2001
2229;13/12/1982
2230;06/10/2001
2231;04/06/1988
2232;13/03/1984
2233;12/02/1972
2234;15/01/1987
2235;12/06/1987
2236;14/05/1976
2237;03/08/1995
2238;02/07/1989
2239;11/09/2003
2240;06/06/1989
2241;12/07/1988
2242;12/01/1978
2243;06/04/1960
2244;13/05/1965
2245;02/09/1999
2246;13/04/1961
2247;04/09/1983
2248;04/02/1991
2249;01/07/1967
2250;02/11/1965
2251;14/11/2005
2252;10/10/2000
2253;07/12/1979
2254;07/09/1989
2255;01/05/1982
2256;07/01/1960
2257;01/09/1979
2258;07/11/1976
2259;04/12/1991
2260;02/12/1991
2261;14/12/1976
2262;11/09/1992
2263;02/08/1980
2264;11/04/1964
2265;03/04/1996
2266;05/02/1957
2267;01/08/1979
2268;11/03/1981
2269;10/10/1998
2270;05/05/1969
2271;14/04/1970
2272;06/07/1956
2273;15/11/1991
2274;08/08/1972
2275;09/01/1994
2276;09/08/1965
2277;12/02/1999
2278;15/07/1969
2279;02/10/1995
2280;08/07/1961
2281;14/04/1985
2282;01/09/2002
2283;09/05/1998
2284;07/01/1960
2285;13/06/1969
2286;12/12/1988
2287;03/05/1981
2288;13/08/1952
2289;11/04/1985
2290;06/02/1960
2291;11/02/1963
2292;04/07/1954
2293;05/07/1992
2294;09/06/1958
2295;10/09/2001
2296;08/03/1985
2297;06/09/1969
2298;01/07/1963
2299;07/01/1990
2300;02/03/1979
2301;08/04/1970
2302;06/07/1995
2303;09/06/1990
2304;01/10/1992
2305;15/06/1969
2306;13/03/1985
2307;02/11/1953
2308;05/07/1975
2309;15/01/1996
2310;10/06/1959
2311;15/12/1984
2312;15/07/1987
2313;06/08/1961
2314;13/03/1978
2315;07/04/1993
2316;13/01/1994
2317;13/06/2001
2318;01/07/1979
2319;02/11/1971
2320;05/04/1972
2321;11/10/1954
2322;05/12/1997
2323;10/05/1994
2324;07/11/1991
2325;10/01/1981
2326;15/09/1977
2327;03/12/1960
2328;02/07/1968
2329;08/04/1979
2330;01/11/1971
2331;14/04/1965
2332;06/03/1971
2333;09/09/1990
2334;05/09/1988
2335;12/03/1998
2336;05/09/1984
2337;03/07/1979
2338;12/09/1968
2339;05/11/1964
2340;08/02/1973
2341;05/03/1964
2342;13/03/1991
2343;07/09/1976
2344;07/12/1961
2345;10/12/1985
2346;12/06/1991
2347;07/10/1988
2348;03/02/1995
2349;15/06/1953
2350;13/08/2000
2351;07/02/2005
2352;03/11/1980
2353;12/08/1992
2354;11/03/1996
2355;07/11/1966
2356;15/08/1978
2357;06/10/1999
2358;11/03/1985
2359;09/02/1989
2360;14/10/1991
2361;01/01/1993
2362;09/06/1971
2363;14/04/1985
2364;02/01/1985
2365;15/05/1997
2366;03/11/1976
2367;14/10/1991
2368;07/08/1964
2369;04/03/1998
2370;02/08/1970
2371;01/03/1974
2372;05/06/1982
2373;02/10/1990
2374;15/01/1965
2375;09/05/1969
2376;14/05/1978
2377;14/08/1960
2378;10/08/1967
2379;12/02/1975
2380;06/01/1962
2381;09/07/1994
2382;09/10/1971
2383;01/11/1966
2384;09/11/1957
2385;11/04/1967
2386;04/09/1997
2387;07/03/1968
2388;11/12/1979
2389;03/10/1977
2390;02/05/1998
2391;12/11/1985
2392;12/12/1972
2393;11/05/1971
2394;11/03/1975
2395;13/10/1974
2396;07/08/1993
2397;02/05/1972
2398;09/11/1997
2399;08/01/1964
2400;05/07/1994
2401;02/03/1999
2402;05/03/1977
2403;04/03/1982
2404;12/04/1964
2405;01/04/1986
2406;14/12/1967
2407;11/08/1987
2408;14/05/1995
2409;06/12/1977
2410;13/06/1981
2411;13/05/1997
2412;01/12/1959
2413;09/07/1966
2414;05/08/1978
2415;15/10/1998
2416;11/04/1974
2417;03/12/1985
2418;08/06/1993
2419;04/03/1968
2420;08/10/2000
2421;11/09/1975
2422;07/06/1964
2423;12/05/1965
2424;05/05/1989
2425;05/07/1972
2426;11/03/1964
2427;15/01/1990
2428;08/09/1973
2429;15/02/1983
2430;01/05/1969
2431;15/11/1959
2432;12/05/1970
2433;06/06/1959
2434;05/07/1974
2435;15/03/1966
2436;08/07/1972
2437;15/05/1998
2438;14/11/1992
2439;10/10/1982
2440;05/05/1960
2441;07/12/1976
2442;07/09/1966
2443;04/06/1965
2444;11/05/1992
2445;02/10/1979
2446;05/09/1997
2447;06/04/1965
2448;06/03/1979
2449;14/08/1996
2450;01/02/1996
2451;03/04/1960
2452;11/02/1976
2453;07/11/1989
2454;13/01/1984
2455;01/01/1964
2456;11/09/1964
2457;10/09/1975
2458;01/05/1951
2459;04/12/1994
2460;04/11/1956
2461;08/11/1991
2462;10/08/1987
2463;15/05/1962
2464;12/01/1985
2465;15/10/1998
2466;02/02/1969
2467;09/04/1965
2468;02/03/1987
2469;14/06/1983
2470;04/09/1980
2471;12/05/1993
2472;07/02/1981
2473;15/12/1976
2474;04/10/1960
2475;02/08/1986
2476;05/04/1973
2477;05/03/1997
2478;03/09/1997
2479;09/11/1991
2480;12/12/1960
2481;07/06/1996
2482;15/08/1997
2483;13/09/1961
2484;03/03/1999
2485;15/07/1986
2486;02/06/1996
2487;12/10/1996
2488;01/02/1966
2489;09/11/1987
2490;10/10/1965
2491;06/08/1990
2492;14/07/1988
2493;13/08/1998
2494;01/09/1951
2495;01/01/1992
2496;03/07/1959
2497;14/08/1963
2498;10/05/1998
2499;03/09/1969
2500;10/10/1957
2501;14/09/1977
2502;15/09/1976
2503;02/10/1963
2504;15/09/1970
2505;15/09/1985
2506;05/10/1975
2507;12/03/1953
2508;09/06/2002
2509;09/04/1987
2510;07/08/1992
2511;04/02/1985
2512;05/01/1964
2513;12/12/1984
2514;03/07/1988
2515;11/04/1994
2516;14/03/1960
2517;01/08/1988
2518;08/07/1969
2519;12/09/1954
2520;08/05/1968
2521;04/05/1989
2522;11/05/1979
2523;08/02/1971
2524;09/02/1969
2525;05/08/1978
2526;07/01/1957
2527;05/05/1974
2528;14/09/1987
2529;13/08/1962
2530;10/10/1963
2531;12/08/1985
2532;07/06/1994
2533;12/01/1977
2534;05/11/1960
2535;11/04/1989
2536;01/06/1978
2537;10/06/1962
2538;14/09/1973
2539;09/04/2002
2540;04/03/1961
2541;12/12/1964
2542;03/06/1977
2543;14/11/1989
2544;13/01/1985
2545;03/03/1985
2546;01/02/1995
2547;10/12/1966
2548;15/06/1971
2549;05/04/1988
2550;09/05/1966
2551;03/12/1960
2552;02/04/1997
2553;06/09/1987
2554;11/06/1982
2555;08/11/1989
2556;07/06/1997
2557;15/02/1993
2558;06/09/2002
2559;04/01/1968
2560;09/10/1991
2561;11/08/1967
2562;06/08/1980
2563;12/05/1979
2564;02/04/1965
2565;12/02/1963
2566;13/02/1954
2567;13/09/1968
2568;08/08/1976
2569;01/05/1958
2570;09/08/1966
2571;15/04/1962
2572;10/02/1957
2573;09/09/1978
2574;09/01/1975
2575;11/11/1984
2576;14/07/2001
2577;08/09/1990
2578;07/01/1964
2579;01/10/1991
2580;04/03/1992
2581;10/02/2000
2582;09/08/2003
2583;02/10/1965
2584;03/06/1994
2585;11/12/1984
2586;15/03/1985
2587;04/10/1985
2588;01/03/1963
2589;06/10/1995
2590;13/09/1960
2591;03/02/1988
2592;03/02/1955
2593;14/08/1976
2594;11/11/1989
2595;03/01/1996
2596;11/12/1985
2597;10/06/1955
2598;09/04/1987
2599;15/05/1961
2600;08/08/1988
2601;07/09/1982
2602;13/10/1993
2603;05/03/1994
2604;12/07/1988
2605;09/08/1997
2606;06/03/1960
2607;05/09/1957
2608;10/12/1953
2609;10/12/1987
2610;13/02/1988
2611;02/11/2001
2612;15/01/1952
2613;11/05/1986
2614;08/08/1997
2615;11/02/1963
2616;12/05/1967
2617;04/05/1993
2618;05/02/1957
2619;08/04/1972
2620;04/01/1983
2621;13/03/1994
2622;13/07/1980
2623;11/02/1977
2624;05/04/1996
2625;14/02/1990
2626;02/02/1995
2627;07/11/1980
2628;10/12/1997
2629;04/11/1954
2630;15/09/1967
2631;11/09/1962
2632;13/05/1987
2633;05/01/1986
2634;13/09/1965
2635;13/11/1965
2636;12/05/1992
2637;13/05/1981
2638;04/03/1978
2639;08/11/1968
2640;15/12/1979
2641;01/03/1976
2642;13/10/1973
2643;11/12/1960
2644;03/02/1976
2645;09/07/1982
2646;12/12/1991
2647;07/08/1999
2648;03/11/1973
2649;15/01/2000
2650;09/01/1999
2651;11/09/1983
2652;05/09/1969
2653;05/07/1958
2654;03/07/1981
2655;15/04/1968
2656;11/11/1977
2657;02/06/1981
2658;01/03/1998
2659;13/06/1988
2660;12/10/1976
2661;08/04/1961
2662;09/11/1962
2663;04/08/1967
2664;12/02/1990
2665;05/10/1998
2666;13/01/1993
2667;03/07/1989
2668;05/01/1998
2669;11/04/1965
2670;13/02/1967
2671;03/01/1955
2672;06/11/1994
2673;10/12/1992
2674;10/08/1974
2675;02/04/1985
2676;01/07/1965
2677;11/08/1994
2678;08/03/1964
2679;10/01/1979
2680;04/01/1965
2681;14/05/1998
2682;02/12/1969
2683;06/01/2002
2684;10/08/1957
2685;12/07/1983
2686;03/04/1975
2687;08/01/1961
2688;05/10/1973
2689;03/12/1960
2690;12/01/1983
2691;04/07/1976
2692;13/08/1983
2693;08/05/1986
2694;15/09/1983
2695;10/08/1978
2696;01/08/1961
2697;15/10/1992
2698;02/01/1963
2699;06/06/1961
2700;03/04/1988
2701;04/12/1969
2702;08/02/1985
2703;05/09/1993
2704;09/06/1981
2705;02/07/1979
2706;09/03/1964
2707;15/04/1956
2708;02/03/1965
2709;08/07/1985
2710;13/03/1993
2711;04/03/1971
2712;09/12/2004
2713;11/10/1961
2714;13/10/1975
2715;05/08/1984
2716;13/09/1991
2717;09/12/1971
2718;03/05/1962
2719;04/05/1996
2720;01/12/1969
2721;02/02/1981
2722;02/02/2000
2723;15/10/1972
2724;03/02/1955
2725;06/02/1984
2726;04/02/1963
2727;01/08/1955
2728;04/11/1997
2729;05/03/1966
2730;11/06/1969
2731;12/07/1980
2732;09/07/1982
2733;09/02/1960
2734;05/02/1995
2735;09/02/1998
2736;09/09/1992
2737;03/03/2002
2738;12/09/1976
2739;02/12/1964
2740;13/12/1979
2741;05/05/1983
2742;09/04/1981
2743;14/02/1981
2744;05/08/1984
2745;15/09/1994
2746;10/03/1996
2747;02/07/1989
2748;06/03/1996
2749;07/04/1968
2750;09/09/1955
2751;15/12/1959
2752;06/08/1960
2753;08/02/1974
2754;13/11/1973
2755;13/05/1980
2756;10/02/1963
2757;14/06/1965
2758;09/07/1991
2759;09/03/1967
2760;05/05/1999
2761;03/08/1979
2762;03/01/1993
2763;03/08/1981
2764;01/06/1967
2765;14/01/1960
2766;07/05/1987
2767;11/02/1993
2768;12/07/1996
2769;07/12/1958
2770;13/02/1963
2771;13/08/1990
2772;11/06/1963
2773;06/05/1963
2774;13/10/1988
2775;13/07/1980
2776;12/07/1958
2777;15/07/1979
2778;06/03/1983
2779;08/04/1975
2780;12/12/1981
2781;13/07/1993
2782;07/08/1995
2783;04/02/1983
2784;06/05/1993
2785;08/09/1977
2786;05/09/1990
2787;01/12/1970
2788;12/05/1957
2789;01/09/1995
2790;02/09/1979
2791;07/01/1965
2792;04/04/1990
2793;06/06/1988
2794;02/03/1957
2795;03/06/1963
2796;13/06/1983
2797;04/09/1985
2798;05/11/1974
2799;14/08/1983
2800;06/09/1965
2801;01/05/1976
2802;04/12/1980
2803;11/01/1980
2804;03/11/1985
2805;15/01/1982
2806;07/01/1980
2807;15/07/1965
2808;14/09/2000
2809;11/11/1971
2810;14/04/2004
2811;10/07/1982
2812;12/02/1994
2813;04/06/1999
2814;14/05/1961
2815;13/06/1982
2816;09/12/1966
2817;04/12/1974
2818;04/01/1982
2819;14/07/2002
2820;09/03/1979
2821;15/01/1977
2822;13/05/1982
2823;10/06/1995
2824;15/01/2000
2825;15/05/1992
2826;09/12/1958
2827;01/05/1972
2828;10/12/1986
2829;12/09/1956
2830;01/08/1975
2831;09/02/1985
2832;03/10/1973
2833;06/05/1984
2834;08/04/1973
2835;10/12/1978
2836;04/12/1968
2837;02/04/1974
2838;11/01/1985
2839;15/10/1959
2840;02/12/1982
2841;10/11/1996
2842;10/06/1960
2843;05/04/1993
2844;05/06/1984
2845;02/11/1996
2846;06/01/1976
2847;10/03/1960
2848;01/01/1961
2849;14/01/1995
2850;10/02/1983
2851;03/01/1961
2852;09/03/1990
2853;15/12/1984
2854;04/10/1984
2855;06/08/1991
2856;15/02/2001
2857;04/02/1956
2858;09/06/1978
2859;07/09/1973
2860;12/10/1974
2861;07/04/1995
2862;07/12/1979
2863;04/11/1980
2864;14/10/1975
2865;09/11/2006
2866;10/05/1963
2867;15/03/1989
2868;09/06/1977
2869;14/04/1967
2870;12/12/1993
2871;03/10/1985
2872;12/02/1971
2873;05/11/1987
2874;02/10/1985
2875;07/04/1970
2876;01/09/1993
2877;04/09/1969
2878;14/12/1967
2879;10/12/1988
2880;01/03/1963
2881;02/05/1988
2882;10/07/1964
2883;08/02/1993
2884;13/03/1974
2885;12/12/1973
2886;04/08/1988
2887;04/01/1997
2888;09/08/1984
2889;06/04/1987
2890;15/04/1973
2891;02/08/1993
2892;14/06/1988
2893;07/10/1996
2894;02/03/1976
2895;10/10/1960
2896;03/11/1987
2897;12/11/2002
